Run 1, Best epoch: 50, Best val_loss: 1.209123134613037
Run 2, Best epoch: 183, Best val_loss: 1.4887241125106812
Run 3, Best epoch: 97, Best val_loss: 0.6539202332496643
Run 4, Best epoch: 42, Best val_loss: 1.536001205444336
Run 5, Best epoch: 39, Best val_loss: 0.6292728185653687
Run 6, Best epoch: 99, Best val_loss: 1.169920563697815
Run 7, Best epoch: 93, Best val_loss: 1.4929229021072388
Run 8, Best epoch: 574, Best val_loss: 1.4632854461669922
Run 9, Best epoch: 57, Best val_loss: 1.5655996799468994
Run 10, Best epoch: 17, Best val_loss: 1.2083725929260254
Run 11, Best epoch: 143, Best val_loss: 1.5951168537139893
Run 12, Best epoch: 79, Best val_loss: 0.6410388350486755
Run 13, Best epoch: 5, Best val_loss: 0.8783749341964722
Run 14, Best epoch: 28, Best val_loss: 1.581797480583191
Run 15, Best epoch: 65, Best val_loss: 0.8317865133285522
Run 16, Best epoch: 48, Best val_loss: 1.199318289756775
Run 17, Best epoch: 7, Best val_loss: 0.8801753520965576
Run 18, Best epoch: 0, Best val_loss: 0.6712782382965088
Run 19, Best epoch: 8, Best val_loss: 0.8322054147720337
Run 20, Best epoch: 13, Best val_loss: 1.5783905982971191
