Run 1, Best epoch: 99, Best val_loss: 1.223564863204956
Run 2, Best epoch: 260, Best val_loss: 1.5140864849090576
Run 3, Best epoch: 59, Best val_loss: 0.63344806432724
Run 4, Best epoch: 397, Best val_loss: 1.5457006692886353
Run 5, Best epoch: 22, Best val_loss: 0.6050578951835632
Run 6, Best epoch: 184, Best val_loss: 1.189476490020752
Run 7, Best epoch: 117, Best val_loss: 1.4695956707000732
Run 8, Best epoch: 234, Best val_loss: 1.4537221193313599
Run 9, Best epoch: 320, Best val_loss: 1.5657150745391846
Run 10, Best epoch: 135, Best val_loss: 1.2557945251464844
Run 11, Best epoch: 290, Best val_loss: 1.5714081525802612
Run 12, Best epoch: 79, Best val_loss: 0.608263373374939
Run 13, Best epoch: 6, Best val_loss: 0.8404524326324463
Run 14, Best epoch: 31, Best val_loss: 1.5559955835342407
Run 15, Best epoch: 77, Best val_loss: 0.8108218312263489
Run 16, Best epoch: 417, Best val_loss: 1.1981698274612427
Run 17, Best epoch: 23, Best val_loss: 0.8327853083610535
Run 18, Best epoch: 32, Best val_loss: 0.6330573558807373
Run 19, Best epoch: 16, Best val_loss: 0.7996329665184021
Run 20, Best epoch: 16, Best val_loss: 1.563422679901123
