Run 1, Best epoch: 40, Best val_loss: 1.2081912755966187
Run 2, Best epoch: 62, Best val_loss: 1.5253942012786865
Run 3, Best epoch: 40, Best val_loss: 0.6416841149330139
Run 4, Best epoch: 172, Best val_loss: 1.5467159748077393
Run 5, Best epoch: 36, Best val_loss: 0.6146098971366882
Run 6, Best epoch: 82, Best val_loss: 1.187684178352356
Run 7, Best epoch: 83, Best val_loss: 1.4777612686157227
Run 8, Best epoch: 74, Best val_loss: 1.4818536043167114
Run 9, Best epoch: 12, Best val_loss: 1.5959393978118896
Run 10, Best epoch: 19, Best val_loss: 1.251240849494934
Run 11, Best epoch: 20, Best val_loss: 1.5889123678207397
Run 12, Best epoch: 80, Best val_loss: 0.6417369842529297
Run 13, Best epoch: 2, Best val_loss: 0.8847103118896484
Run 14, Best epoch: 22, Best val_loss: 1.5838879346847534
Run 15, Best epoch: 17, Best val_loss: 0.8459159731864929
Run 16, Best epoch: 45, Best val_loss: 1.1934688091278076
Run 17, Best epoch: 50, Best val_loss: 0.870286226272583
Run 18, Best epoch: 37, Best val_loss: 0.6686891317367554
Run 19, Best epoch: 4, Best val_loss: 0.8380679488182068
Run 20, Best epoch: 427, Best val_loss: 1.5828397274017334
