Run 1, Best epoch: 430, Best val_loss: 2.8330154418945312
Run 2, Best epoch: 353, Best val_loss: 7.074771404266357
Run 3, Best epoch: 122, Best val_loss: 1.060628890991211
Run 4, Best epoch: 265, Best val_loss: 7.149704456329346
Run 5, Best epoch: 99, Best val_loss: 0.926494836807251
Run 6, Best epoch: 223, Best val_loss: 2.746171236038208
Run 7, Best epoch: 623, Best val_loss: 4.014926910400391
Run 8, Best epoch: 477, Best val_loss: 6.110788822174072
Run 9, Best epoch: 64, Best val_loss: 4.4897284507751465
Run 10, Best epoch: 183, Best val_loss: 3.0337328910827637
Run 11, Best epoch: 623, Best val_loss: 4.303549289703369
Run 12, Best epoch: 603, Best val_loss: 0.9501228332519531
Run 13, Best epoch: 32, Best val_loss: 1.60308837890625
Run 14, Best epoch: 543, Best val_loss: 7.044377326965332
Run 15, Best epoch: 61, Best val_loss: 1.5575382709503174
Run 16, Best epoch: 55, Best val_loss: 2.71079421043396
Run 17, Best epoch: 231, Best val_loss: 1.5858783721923828
Run 18, Best epoch: 35, Best val_loss: 1.057615876197815
Run 19, Best epoch: 56, Best val_loss: 1.5185256004333496
Run 20, Best epoch: 610, Best val_loss: 4.069976329803467
