Run 1, Best epoch: 370, Best val_loss: 2.9631505012512207
Run 2, Best epoch: 2, Best val_loss: 7.359644889831543
Run 3, Best epoch: 778, Best val_loss: 1.0191688537597656
Run 4, Best epoch: 519, Best val_loss: 7.083552360534668
Run 5, Best epoch: 544, Best val_loss: 0.904758632183075
Run 6, Best epoch: 949, Best val_loss: 2.797537326812744
Run 7, Best epoch: 108, Best val_loss: 4.023467540740967
Run 8, Best epoch: 481, Best val_loss: 6.038961887359619
Run 9, Best epoch: 14, Best val_loss: 4.750680923461914
Run 10, Best epoch: 884, Best val_loss: 2.7409279346466064
Run 11, Best epoch: 24, Best val_loss: 4.449726581573486
Run 12, Best epoch: 548, Best val_loss: 0.9574083685874939
Run 13, Best epoch: 17, Best val_loss: 1.7610849142074585
Run 14, Best epoch: 10, Best val_loss: 7.349853992462158
Run 15, Best epoch: 155, Best val_loss: 1.653174638748169
Run 16, Best epoch: 138, Best val_loss: 2.8825645446777344
Run 17, Best epoch: 168, Best val_loss: 1.730292558670044
Run 18, Best epoch: 572, Best val_loss: 1.0670393705368042
Run 19, Best epoch: 123, Best val_loss: 1.6425304412841797
Run 20, Best epoch: 110, Best val_loss: 4.40126895904541
