epoch,step,test_loss,test_pcc,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,40,,,,,3.4432642459869385,0.27720731496810913
0,40,,,3.7528910636901855,-0.010095251724123955,,
1,81,,,,,3.541290044784546,0.3036915063858032
1,81,,,3.3579835891723633,0.07119572907686234,,
2,122,,,,,3.541149377822876,0.3245016038417816
2,122,,,3.360011100769043,0.08928461372852325,,
3,163,,,,,3.437357187271118,0.3335839509963989
3,163,,,3.4206576347351074,0.0994129404425621,,
4,204,,,,,3.4522738456726074,0.3362519145011902
4,204,,,3.3971071243286133,0.14757917821407318,,
5,245,,,,,3.4006874561309814,0.34065115451812744
5,245,,,3.31645131111145,0.1898898035287857,,
6,286,,,,,3.4153575897216797,0.33740028738975525
6,286,,,3.1708202362060547,0.19464848935604095,,
7,327,,,,,3.341944694519043,0.33696720004081726
7,327,,,3.3215227127075195,0.2652866840362549,,
8,368,,,,,3.3742713928222656,0.3372018039226532
8,368,,,3.349583625793457,0.19629478454589844,,
9,409,,,,,3.3874671459198,0.33483025431632996
9,409,,,3.1991126537323,0.2498956322669983,,
10,450,,,,,3.2943317890167236,0.3353109061717987
10,450,,,3.226090908050537,0.28449541330337524,,
11,491,,,,,3.332664966583252,0.3431350588798523
11,491,,,3.0903425216674805,0.24846434593200684,,
12,532,,,,,3.2639658451080322,0.34230759739875793
12,532,,,3.21113657951355,0.2702956199645996,,
13,573,,,,,3.250690221786499,0.3404296040534973
13,573,,,3.044471502304077,0.30366700887680054,,
14,614,,,,,3.418722629547119,0.34017670154571533
14,614,,,3.3159284591674805,0.31271204352378845,,
15,655,,,,,3.255695343017578,0.34018775820732117
15,655,,,3.053825855255127,0.3502238392829895,,
16,696,,,,,3.3193554878234863,0.3400181233882904
16,696,,,3.054018974304199,0.36620810627937317,,
17,737,,,,,3.335695743560791,0.3396106958389282
17,737,,,3.1712839603424072,0.3395839333534241,,
18,778,,,,,3.2447867393493652,0.3372248113155365
18,778,,,2.9776806831359863,0.36591577529907227,,
19,819,,,,,3.186785936355591,0.3378508985042572
19,819,,,2.924809694290161,0.3532924950122833,,
20,860,,,,,3.2443687915802,0.33879518508911133
20,860,,,3.1255970001220703,0.38185906410217285,,
21,901,,,,,3.3914549350738525,0.34133490920066833
21,901,,,3.1709952354431152,0.339503675699234,,
22,942,,,,,3.22114634513855,0.34473326802253723
22,942,,,2.9775304794311523,0.3753395080566406,,
23,983,,,,,3.336474657058716,0.34520402550697327
23,983,,,3.0245304107666016,0.3326585292816162,,
24,1024,,,,,3.2935070991516113,0.3492177426815033
24,1024,,,2.944042205810547,0.3569173812866211,,
25,1065,,,,,3.3754193782806396,0.3484190106391907
25,1065,,,2.8415935039520264,0.37226635217666626,,
26,1106,,,,,3.3840510845184326,0.3452688157558441
26,1106,,,3.1264052391052246,0.37571415305137634,,
27,1147,,,,,3.538849115371704,0.3426591455936432
27,1147,,,2.860628366470337,0.3749294877052307,,
28,1188,,,,,3.2403006553649902,0.3432783782482147
28,1188,,,3.059126615524292,0.4037570357322693,,
29,1229,,,,,3.3588504791259766,0.34213146567344666
29,1229,,,2.9217026233673096,0.37634649872779846,,
30,1270,,,,,3.276580572128296,0.34434932470321655
30,1270,,,2.9349546432495117,0.40273410081863403,,
31,1311,,,,,3.314906120300293,0.34386712312698364
31,1311,,,2.94370174407959,0.3634483516216278,,
32,1352,,,,,3.2366724014282227,0.3443083167076111
32,1352,,,3.0253803730010986,0.39088255167007446,,
33,1393,,,,,3.322906017303467,0.34568139910697937
33,1393,,,2.9827075004577637,0.3754580020904541,,
34,1434,,,,,3.3030035495758057,0.3478217124938965
34,1434,,,2.9061455726623535,0.39732250571250916,,
35,1475,,,,,3.4127707481384277,0.3477175533771515
35,1475,,,2.9561948776245117,0.4172658622264862,,
36,1516,,,,,3.2789204120635986,0.3469446003437042
36,1516,,,2.8603928089141846,0.4086805582046509,,
37,1557,,,,,3.3402011394500732,0.34747594594955444
37,1557,,,3.041743278503418,0.3636707663536072,,
38,1598,,,,,3.3512110710144043,0.3460095524787903
38,1598,,,2.8241512775421143,0.4110006093978882,,
39,1639,,,,,3.388695240020752,0.34603676199913025
39,1639,,,2.9719746112823486,0.39380207657814026,,
