epoch,step,test_loss,test_pcc,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,38,,,,,3.924651861190796,0.08483994752168655
0,38,,,4.1913933753967285,-0.05217384174466133,,
1,77,,,,,3.6265451908111572,0.23609837889671326
1,77,,,3.8409416675567627,0.0048490590415894985,,
2,116,,,,,3.5268936157226562,0.36314675211906433
2,116,,,3.7677369117736816,0.010436157695949078,,
3,155,,,,,3.4280476570129395,0.42053574323654175
3,155,,,3.5817201137542725,0.12664079666137695,,
4,194,,,,,3.292459487915039,0.43332237005233765
4,194,,,3.445824146270752,0.1741131842136383,,
5,233,,,,,3.2784042358398438,0.4344097375869751
5,233,,,3.4872546195983887,0.16168315708637238,,
6,272,,,,,3.1501660346984863,0.4454777240753174
6,272,,,3.3366029262542725,0.22664378583431244,,
7,311,,,,,3.0923521518707275,0.46157106757164
7,311,,,3.344438314437866,0.2048054039478302,,
8,350,,,,,2.981745719909668,0.46936583518981934
8,350,,,3.1797001361846924,0.29517194628715515,,
9,389,,,,,3.0047380924224854,0.4790850877761841
9,389,,,3.250696897506714,0.2788546681404114,,
10,428,,,,,2.916128635406494,0.48707401752471924
10,428,,,3.11786150932312,0.2729441225528717,,
11,467,,,,,2.8821003437042236,0.4921427071094513
11,467,,,3.0292046070098877,0.2700722813606262,,
12,506,,,,,2.804265022277832,0.492706298828125
12,506,,,3.0778748989105225,0.31774386763572693,,
13,545,,,,,2.8447117805480957,0.4990358352661133
13,545,,,3.0243475437164307,0.3556034564971924,,
14,584,,,,,2.783186912536621,0.5038884282112122
14,584,,,3.055189371109009,0.30930647253990173,,
15,623,,,,,2.7332310676574707,0.5035305619239807
15,623,,,2.879561424255371,0.372936487197876,,
16,662,,,,,2.823782205581665,0.5056897401809692
16,662,,,3.013976573944092,0.2720436453819275,,
17,701,,,,,2.72194766998291,0.5138506293296814
17,701,,,2.8756203651428223,0.37377333641052246,,
18,740,,,,,2.6930716037750244,0.5196974873542786
18,740,,,2.933145046234131,0.36298877000808716,,
19,779,,,,,2.6909682750701904,0.5157296061515808
19,779,,,2.736135482788086,0.3447403013706207,,
20,818,,,,,2.670409679412842,0.5187886953353882
20,818,,,2.7724545001983643,0.4030204117298126,,
21,857,,,,,2.6605052947998047,0.5171071290969849
21,857,,,2.647815704345703,0.4063795506954193,,
22,896,,,,,2.652970552444458,0.5169184803962708
22,896,,,2.769178628921509,0.40295878052711487,,
23,935,,,,,2.653566837310791,0.5140039920806885
23,935,,,2.651000499725342,0.4159640371799469,,
24,974,,,,,2.713582992553711,0.5084782838821411
24,974,,,2.9072506427764893,0.35187819600105286,,
25,1013,,,,,2.6665432453155518,0.5098265409469604
25,1013,,,2.64599347114563,0.4213249981403351,,
26,1052,,,,,2.6784706115722656,0.5067862868309021
26,1052,,,2.655566930770874,0.42052125930786133,,
27,1091,,,,,2.64721417427063,0.5109077095985413
27,1091,,,2.5537328720092773,0.4634499251842499,,
28,1130,,,,,2.6819872856140137,0.5086921453475952
28,1130,,,2.565703868865967,0.44325289130210876,,
29,1169,,,,,2.639131784439087,0.5118157267570496
29,1169,,,2.46301531791687,0.4717320203781128,,
30,1208,,,,,2.6654627323150635,0.5049588084220886
30,1208,,,2.4787638187408447,0.48706236481666565,,
31,1247,,,,,2.7463340759277344,0.5038701891899109
31,1247,,,2.699402332305908,0.44013291597366333,,
32,1286,,,,,2.706181049346924,0.5024563670158386
32,1286,,,2.4778599739074707,0.4618699848651886,,
33,1325,,,,,2.6858959197998047,0.5054894685745239
33,1325,,,2.517850637435913,0.4583095610141754,,
34,1364,,,,,2.6652352809906006,0.5030646324157715
34,1364,,,2.519775629043579,0.47425156831741333,,
35,1403,,,,,2.7036056518554688,0.49862703680992126
35,1403,,,2.4429075717926025,0.48528432846069336,,
36,1442,,,,,2.6722257137298584,0.501335084438324
36,1442,,,2.391679286956787,0.4481556713581085,,
37,1481,,,,,2.7048258781433105,0.4942900538444519
37,1481,,,2.588008403778076,0.47974851727485657,,
38,1520,,,,,2.6870288848876953,0.4969026446342468
38,1520,,,2.284745931625366,0.47844910621643066,,
39,1559,,,,,2.7611286640167236,0.48709097504615784
39,1559,,,2.4558181762695312,0.5145130157470703,,
40,1598,,,,,2.716327428817749,0.48907315731048584
40,1598,,,2.417487382888794,0.5312114357948303,,
41,1637,,,,,2.7192013263702393,0.4912450611591339
41,1637,,,2.3795831203460693,0.4917917549610138,,
42,1676,,,,,2.6728768348693848,0.5017874836921692
42,1676,,,2.452871561050415,0.485014408826828,,
43,1715,,,,,2.6716926097869873,0.5018979907035828
43,1715,,,2.3487250804901123,0.4842079281806946,,
44,1754,,,,,2.7571399211883545,0.49859917163848877
44,1754,,,2.4695897102355957,0.47133493423461914,,
45,1793,,,,,2.6377320289611816,0.5083901882171631
45,1793,,,2.248600959777832,0.5342876315116882,,
46,1832,,,,,2.729013204574585,0.4942382276058197
46,1832,,,2.148998975753784,0.5257154107093811,,
47,1871,,,,,2.678586483001709,0.49977022409439087
47,1871,,,2.315568685531616,0.49307015538215637,,
48,1910,,,,,2.671980142593384,0.5010990500450134
48,1910,,,2.3183701038360596,0.5163102149963379,,
49,1949,,,,,2.721487045288086,0.4983157813549042
49,1949,,,2.289329767227173,0.5206581950187683,,
50,1988,,,,,2.662935495376587,0.5038450360298157
50,1988,,,2.378002166748047,0.48078903555870056,,
51,2027,,,,,2.671217441558838,0.5012698173522949
51,2027,,,2.165616273880005,0.5077360272407532,,
52,2066,,,,,2.689908742904663,0.49584534764289856
52,2066,,,2.1071808338165283,0.5073425769805908,,
53,2105,,,,,2.6966443061828613,0.4956481456756592
53,2105,,,2.2852702140808105,0.5105605125427246,,
54,2144,,,,,2.6737911701202393,0.5002650618553162
54,2144,,,2.240030527114868,0.526090145111084,,
55,2183,,,,,2.7588205337524414,0.486935555934906
55,2183,,,2.2661311626434326,0.5385431051254272,,
56,2222,,,,,2.708329200744629,0.4911937117576599
56,2222,,,2.2212345600128174,0.5311349630355835,,
57,2261,,,,,2.7640907764434814,0.48330461978912354
57,2261,,,2.310570001602173,0.5182099342346191,,
58,2300,,,,,2.702399969100952,0.4927164614200592
58,2300,,,2.200227975845337,0.5039551854133606,,
59,2339,,,,,2.691499710083008,0.49734070897102356
59,2339,,,2.2189395427703857,0.5426532626152039,,
60,2378,,,,,2.682434320449829,0.4987125098705292
60,2378,,,2.1826231479644775,0.5061215162277222,,
61,2417,,,,,2.693490743637085,0.4985370635986328
61,2417,,,2.1519291400909424,0.5295173525810242,,
62,2456,,,,,2.694981336593628,0.4982072710990906
62,2456,,,2.024421453475952,0.5458927750587463,,
63,2495,,,,,2.71095871925354,0.4932034909725189
63,2495,,,2.1025211811065674,0.5818384885787964,,
64,2534,,,,,2.6989262104034424,0.4973885118961334
64,2534,,,2.1521596908569336,0.5448541641235352,,
65,2573,,,,,2.696308135986328,0.5038816332817078
65,2573,,,2.001194477081299,0.5705584287643433,,
