Run 1, Best epoch: 829, Best val_loss: 1.2450783252716064
Run 2, Best epoch: 1171, Best val_loss: 1.5002576112747192
Run 3, Best epoch: 1327, Best val_loss: 0.6881701350212097
Run 4, Best epoch: 550, Best val_loss: 1.5472910404205322
Run 5, Best epoch: 20, Best val_loss: 0.6644324660301208
Run 6, Best epoch: 639, Best val_loss: 1.2470546960830688
Run 7, Best epoch: 780, Best val_loss: 1.5130975246429443
Run 8, Best epoch: 618, Best val_loss: 1.4749159812927246
Run 9, Best epoch: 192, Best val_loss: 1.5722770690917969
Run 10, Best epoch: 168, Best val_loss: 1.2560306787490845
Run 11, Best epoch: 103, Best val_loss: 1.611034631729126
Run 12, Best epoch: 494, Best val_loss: 0.659776508808136
Run 13, Best epoch: 16, Best val_loss: 0.8856802582740784
Run 14, Best epoch: 23, Best val_loss: 1.6165229082107544
Run 15, Best epoch: 21, Best val_loss: 0.8524453043937683
Run 16, Best epoch: 796, Best val_loss: 1.246216058731079
Run 17, Best epoch: 0, Best val_loss: 0.888966977596283
Run 18, Best epoch: 2, Best val_loss: 0.6685022115707397
Run 19, Best epoch: 27, Best val_loss: 0.8465622663497925
Run 20, Best epoch: 141, Best val_loss: 1.591193437576294
