epoch,step,test_loss,test_pcc,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,40,,,,,4.088878631591797,0.025554850697517395
0,40,,,5.519289016723633,-0.04010152071714401,,
1,81,,,,,3.4764387607574463,0.19673462212085724
1,81,,,4.559756278991699,0.03982840105891228,,
2,122,,,,,3.357614755630493,0.31408846378326416
2,122,,,4.581192493438721,0.11606409400701523,,
3,163,,,,,3.2692906856536865,0.34904712438583374
3,163,,,4.536088466644287,0.16021452844142914,,
4,204,,,,,3.1927452087402344,0.3734292984008789
4,204,,,4.401492118835449,0.20249636471271515,,
5,245,,,,,3.129729747772217,0.3812205493450165
5,245,,,4.16474723815918,0.27983585000038147,,
6,286,,,,,3.02128005027771,0.40935638546943665
6,286,,,3.9933669567108154,0.33798953890800476,,
7,327,,,,,3.0620343685150146,0.4156334698200226
7,327,,,4.0564961433410645,0.33455145359039307,,
8,368,,,,,3.0708818435668945,0.4257330894470215
8,368,,,3.7810044288635254,0.3384886085987091,,
9,409,,,,,2.9752535820007324,0.4402715265750885
9,409,,,3.774320363998413,0.37423551082611084,,
10,450,,,,,2.971214771270752,0.4478662312030792
10,450,,,3.6971211433410645,0.42457255721092224,,
11,491,,,,,3.0300052165985107,0.4622058570384979
11,491,,,4.045168399810791,0.35225576162338257,,
12,532,,,,,2.8658275604248047,0.4764067828655243
12,532,,,3.7899727821350098,0.43529966473579407,,
13,573,,,,,3.0003674030303955,0.4701726734638214
13,573,,,3.461974620819092,0.43936797976493835,,
14,614,,,,,2.8665432929992676,0.4826602637767792
14,614,,,3.6364500522613525,0.4477364122867584,,
15,655,,,,,2.945152759552002,0.4867216944694519
15,655,,,3.5704658031463623,0.47485026717185974,,
16,696,,,,,2.83905029296875,0.49151185154914856
16,696,,,3.5300240516662598,0.45711591839790344,,
17,737,,,,,2.8974061012268066,0.48976168036460876
17,737,,,3.0837042331695557,0.4827391803264618,,
18,778,,,,,2.8675825595855713,0.49176472425460815
18,778,,,3.4680778980255127,0.4764341413974762,,
19,819,,,,,2.9059481620788574,0.4982360303401947
19,819,,,3.4077248573303223,0.4828128218650818,,
20,860,,,,,2.8143234252929688,0.4988708198070526
20,860,,,3.38521146774292,0.49643734097480774,,
21,901,,,,,2.873903751373291,0.4981238842010498
21,901,,,3.2652454376220703,0.4755599796772003,,
22,942,,,,,2.7966833114624023,0.5025086998939514
22,942,,,3.380258321762085,0.5004640817642212,,
23,983,,,,,2.8007938861846924,0.4978688359260559
23,983,,,3.183096170425415,0.5056605935096741,,
24,1024,,,,,2.746762752532959,0.5095277428627014
24,1024,,,3.40960693359375,0.5359227657318115,,
25,1065,,,,,2.842627763748169,0.5046051740646362
25,1065,,,3.1521315574645996,0.522030234336853,,
26,1106,,,,,2.7311041355133057,0.5058449506759644
26,1106,,,3.141018867492676,0.5733944773674011,,
27,1147,,,,,2.818631172180176,0.5026848912239075
27,1147,,,3.14443302154541,0.5288745164871216,,
28,1188,,,,,2.830801486968994,0.49850159883499146
28,1188,,,2.9849507808685303,0.5151134729385376,,
29,1229,,,,,2.8160173892974854,0.49840718507766724
29,1229,,,2.9710636138916016,0.5992786884307861,,
30,1270,,,,,2.7911112308502197,0.5019655227661133
30,1270,,,3.292736530303955,0.5071498155593872,,
31,1311,,,,,2.8381474018096924,0.49742215871810913
31,1311,,,3.0759084224700928,0.5728589296340942,,
32,1352,,,,,2.8774890899658203,0.4927494525909424
32,1352,,,3.0689682960510254,0.5593063831329346,,
33,1393,,,,,2.845207691192627,0.49241822957992554
33,1393,,,3.067148447036743,0.5538790822029114,,
34,1434,,,,,2.879969596862793,0.4944627285003662
34,1434,,,3.156834602355957,0.5625680088996887,,
35,1475,,,,,2.863173723220825,0.49502480030059814
