epoch,step,test_loss,test_pcc,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,38,,,,,5.984620571136475,-0.018119385465979576
0,38,,,2.8813140392303467,0.006872073281556368,,
1,77,,,,,5.5469770431518555,0.028632618486881256
1,77,,,2.5420994758605957,-0.0016611742321401834,,
2,116,,,,,5.207973480224609,0.12098251283168793
2,116,,,2.3992111682891846,0.024733807891607285,,
3,155,,,,,5.072177410125732,0.2413681447505951
3,155,,,2.328321695327759,0.07108618319034576,,
4,194,,,,,5.072432994842529,0.31160250306129456
4,194,,,2.2779457569122314,0.016941331326961517,,
5,233,,,,,4.975078105926514,0.35807695984840393
5,233,,,2.1649489402770996,0.10381700098514557,,
6,272,,,,,4.866405010223389,0.37189921736717224
6,272,,,2.206058979034424,0.14422154426574707,,
7,311,,,,,4.804722785949707,0.3887574076652527
7,311,,,2.125501871109009,0.1820465326309204,,
8,350,,,,,4.821815490722656,0.3988151252269745
8,350,,,2.1677093505859375,0.14572826027870178,,
9,389,,,,,4.733654975891113,0.4123851954936981
9,389,,,2.203617572784424,0.18079529702663422,,
10,428,,,,,4.783405780792236,0.4350323975086212
10,428,,,2.0775396823883057,0.2368439882993698,,
11,467,,,,,4.7250800132751465,0.4346068203449249
11,467,,,2.0403058528900146,0.20311100780963898,,
12,506,,,,,4.563935279846191,0.43444111943244934
12,506,,,2.1812546253204346,0.28127872943878174,,
13,545,,,,,4.555899620056152,0.43780219554901123
13,545,,,1.82039213180542,0.3194977343082428,,
14,584,,,,,4.483529090881348,0.4503083825111389
14,584,,,2.0658504962921143,0.26870477199554443,,
15,623,,,,,4.47440767288208,0.45254018902778625
15,623,,,1.8297115564346313,0.31492939591407776,,
16,662,,,,,4.468717575073242,0.45119065046310425
16,662,,,1.87090003490448,0.2997466027736664,,
17,701,,,,,4.505434513092041,0.44702473282814026
17,701,,,1.8862237930297852,0.31966453790664673,,
18,740,,,,,4.45341157913208,0.44678568840026855
18,740,,,1.8967660665512085,0.3214094340801239,,
19,779,,,,,4.390621185302734,0.43900397419929504
19,779,,,1.8342162370681763,0.38449034094810486,,
20,818,,,,,4.317723751068115,0.43640372157096863
20,818,,,1.8977816104888916,0.3625316917896271,,
21,857,,,,,4.340489387512207,0.4388321340084076
21,857,,,1.7618045806884766,0.41759946942329407,,
22,896,,,,,4.44708251953125,0.4425118863582611
22,896,,,1.95284903049469,0.301104873418808,,
23,935,,,,,4.312399864196777,0.4503350555896759
23,935,,,1.885459303855896,0.3635302782058716,,
24,974,,,,,4.309823513031006,0.45804286003112793
24,974,,,1.727754831314087,0.4005706012248993,,
25,1013,,,,,4.284707546234131,0.4493313133716583
25,1013,,,1.9202600717544556,0.36701279878616333,,
26,1052,,,,,4.201088905334473,0.44756531715393066
26,1052,,,1.808176040649414,0.4116341471672058,,
27,1091,,,,,4.218489646911621,0.4508213400840759
27,1091,,,1.7120850086212158,0.420745313167572,,
28,1130,,,,,4.160261631011963,0.4456181228160858
28,1130,,,1.703348159790039,0.4286901652812958,,
29,1169,,,,,4.224188327789307,0.4415481388568878
29,1169,,,1.8395980596542358,0.3833801746368408,,
30,1208,,,,,4.1350202560424805,0.4384769797325134
30,1208,,,1.6238315105438232,0.4679003059864044,,
31,1247,,,,,4.221012592315674,0.4314597249031067
31,1247,,,1.7344352006912231,0.4180731177330017,,
32,1286,,,,,4.233837604522705,0.4328150749206543
32,1286,,,1.6459286212921143,0.4380684494972229,,
33,1325,,,,,4.219836711883545,0.4366547167301178
33,1325,,,1.705074429512024,0.4480683207511902,,
34,1364,,,,,4.166557312011719,0.4373116195201874
34,1364,,,1.77460515499115,0.45982199907302856,,
35,1403,,,,,4.138779163360596,0.4350616931915283
35,1403,,,1.7862746715545654,0.4456713795661926,,
36,1442,,,,,4.161552906036377,0.4307422339916229
36,1442,,,1.7538986206054688,0.45000559091567993,,
37,1481,,,,,4.154031276702881,0.4324265122413635
37,1481,,,1.7929580211639404,0.4290773570537567,,
38,1520,,,,,4.207456111907959,0.4304627776145935
38,1520,,,1.6605089902877808,0.39804521203041077,,
39,1559,,,,,4.224772930145264,0.4303051233291626
39,1559,,,1.752785563468933,0.43949493765830994,,
40,1598,,,,,4.176488399505615,0.4357098937034607
40,1598,,,1.6845645904541016,0.45636841654777527,,
41,1637,,,,,4.24446439743042,0.4345826804637909
41,1637,,,1.693149447441101,0.4382583796977997,,
