	PCC_all_best_tr	PCC_mean_best_tr	PCC_std_best_tr	MSE_all_best_tr	MSE_mean_best_tr	MSE_std_best_tr	PCC_all_best_v	PCC_mean_best_v	PCC_std_best_v	MSE_all_best_v	MSE_mean_best_v	MSE_std_best_v	PCC_all_best_test	PCC_mean_best_test	PCC_std_best_test	MSE_all_best_test	MSE_mean_best_test	MSE_std_best_test	PCC_all_last_tr	PCC_mean_last_tr	PCC_std_last_tr	MSE_all_last_tr	MSE_mean_last_tr	MSE_std_last_tr	PCC_all_last_v	PCC_mean_last_v	PCC_std_last_v	MSE_all_last_v	MSE_mean_last_v	MSE_std_last_v	PCC_all_last_test	PCC_mean_last_test	PCC_std_last_test	MSE_all_last_test	MSE_mean_last_test	MSE_std_last_test
0	0.561236177823746	0.5725473713515955	0.12007346503677777	2.5418423150360114	2.535511295579626	0.9691705380041956	0.35991798888448673	0.3902787751503366	0.0877770382088172	2.826811114355713	3.2698188877132663	2.1200014505358857	0.2856265737962723	0.3536966984161008	0.11744065292550597	3.0546212128063313	3.50139748218686	2.2419400820858546	0.7483373982268547	0.748221798367528	0.02131645433143832	1.6642494694352405	1.6604674100004673	0.41074556240173266	0.25262759321090344	0.31326967744008705	0.09864783166563257	1.6642494694352405	3.7072409813610294	2.17009626343577	0.243692297761339	0.306533912839397	0.10921063405309135	3.370909820562327	3.7807293375333773	2.297378729403176
