	PCC_all_best_tr	PCC_mean_best_tr	PCC_std_best_tr	PCC_all_best_v	PCC_mean_best_v	PCC_std_best_v	PCC_all_best_test	PCC_mean_best_test	PCC_std_best_test	PCC_all_last_tr	PCC_mean_last_tr	PCC_std_last_tr	PCC_all_last_v	PCC_mean_last_v	PCC_std_last_v	PCC_all_last_test	PCC_mean_last_test	PCC_std_last_test
0	0.561236177823746	0.5725473713515955	0.12007346503677777	0.35991798888448673	0.3902787751503366	0.0877770382088172	0.2856265737962723	0.3536966984161008	0.11744065292550597	0.7483373982268547	0.748221798367528	0.02131645433143832	0.25262759321090344	0.31326967744008705	0.09864783166563257	0.243692297761339	0.306533912839397	0.10921063405309135
