Run 1, Best epoch: 626, Best val_loss: 1.2745355367660522
Run 2, Best epoch: 429, Best val_loss: 1.5598446130752563
Run 3, Best epoch: 1, Best val_loss: 0.6691024303436279
Run 4, Best epoch: 376, Best val_loss: 1.5453739166259766
Run 5, Best epoch: 344, Best val_loss: 0.6249956488609314
Run 6, Best epoch: 864, Best val_loss: 1.2411171197891235
Run 7, Best epoch: 352, Best val_loss: 1.551396131515503
Run 8, Best epoch: 530, Best val_loss: 1.4840877056121826
Run 9, Best epoch: 137, Best val_loss: 1.5988763570785522
Run 10, Best epoch: 839, Best val_loss: 1.2799179553985596
Run 11, Best epoch: 425, Best val_loss: 1.5706931352615356
Run 12, Best epoch: 527, Best val_loss: 0.615505039691925
Run 13, Best epoch: 12, Best val_loss: 0.8673552870750427
Run 14, Best epoch: 38, Best val_loss: 1.5999183654785156
Run 15, Best epoch: 130, Best val_loss: 0.8413362503051758
Run 16, Best epoch: 117, Best val_loss: 1.252625584602356
Run 17, Best epoch: 307, Best val_loss: 0.8743319511413574
Run 18, Best epoch: 2, Best val_loss: 0.6752386093139648
Run 19, Best epoch: 21, Best val_loss: 0.8252633810043335
Run 20, Best epoch: 583, Best val_loss: 1.6060106754302979
