epoch,step,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,40,,,1.459843635559082,0.15084706246852875
0,40,1.1202315092086792,0.010168913751840591,,
1,81,,,1.4018017053604126,0.20783065259456635
1,81,1.1165688037872314,0.062085263431072235,,
2,122,,,1.3767924308776855,0.2753705382347107
2,122,1.0594232082366943,0.06273609399795532,,
3,163,,,1.3785393238067627,0.2502957284450531
3,163,1.0813859701156616,0.12112700194120407,,
4,204,,,1.394929051399231,0.22168245911598206
4,204,1.0519219636917114,0.2718859314918518,,
5,245,,,1.3674875497817993,0.25687962770462036
5,245,1.0483636856079102,0.3555658757686615,,
6,286,,,1.3379498720169067,0.2773992419242859
6,286,1.0270239114761353,0.3503076434135437,,
7,327,,,1.340837001800537,0.2786737084388733
7,327,0.9990167617797852,0.3928869366645813,,
8,368,,,1.3637769222259521,0.2847212851047516
8,368,1.0040184259414673,0.368928462266922,,
9,409,,,1.3486274480819702,0.30052676796913147
9,409,0.9546303153038025,0.3936907947063446,,
10,450,,,1.3460114002227783,0.30183589458465576
10,450,1.0051169395446777,0.4258700907230377,,
11,491,,,1.3414908647537231,0.30859217047691345
11,491,0.9629989266395569,0.43177706003189087,,
12,532,,,1.3451532125473022,0.33010950684547424
12,532,0.9393118023872375,0.42575687170028687,,
13,573,,,1.3410465717315674,0.34584030508995056
13,573,0.9220818281173706,0.4147438406944275,,
14,614,,,1.3351002931594849,0.3467210829257965
14,614,0.9299383163452148,0.45754116773605347,,
15,655,,,1.3275566101074219,0.3608410060405731
15,655,0.9323604702949524,0.47447338700294495,,
16,696,,,1.3332188129425049,0.37076354026794434
16,696,0.9328051209449768,0.4628807306289673,,
17,737,,,1.3054965734481812,0.3878938555717468
17,737,0.9486722350120544,0.4721420109272003,,
18,778,,,1.3541572093963623,0.38923320174217224
18,778,0.8915002346038818,0.5158897042274475,,
19,819,,,1.3000025749206543,0.39164862036705017
19,819,0.9173666834831238,0.4972801208496094,,
20,860,,,1.315714716911316,0.39713191986083984
20,860,0.9172154664993286,0.5000247359275818,,
21,901,,,1.3069099187850952,0.39831462502479553
21,901,0.9031773209571838,0.5369920134544373,,
22,942,,,1.3087966442108154,0.42515596747398376
22,942,0.8754134774208069,0.5349851846694946,,
