Run 1, Best epoch: 448, Best val_loss: 2.957244634628296
Run 2, Best epoch: 1685, Best val_loss: 6.847353458404541
Run 3, Best epoch: 771, Best val_loss: 1.0863908529281616
Run 4, Best epoch: 608, Best val_loss: 7.114169120788574
Run 5, Best epoch: 161, Best val_loss: 0.8741710782051086
Run 6, Best epoch: 61, Best val_loss: 2.817549467086792
Run 7, Best epoch: 108, Best val_loss: 4.069619178771973
Run 8, Best epoch: 488, Best val_loss: 5.679202079772949
Run 9, Best epoch: 26, Best val_loss: 4.79024076461792
Run 10, Best epoch: 21, Best val_loss: 3.197100877761841
Run 11, Best epoch: 42, Best val_loss: 4.452511787414551
Run 12, Best epoch: 1117, Best val_loss: 0.9783211350440979
Run 13, Best epoch: 31, Best val_loss: 1.7680847644805908
Run 14, Best epoch: 6, Best val_loss: 7.3519463539123535
Run 15, Best epoch: 217, Best val_loss: 1.5590916872024536
Run 16, Best epoch: 68, Best val_loss: 2.914252996444702
Run 17, Best epoch: 167, Best val_loss: 1.758277416229248
Run 18, Best epoch: 1, Best val_loss: 1.1828274726867676
Run 19, Best epoch: 184, Best val_loss: 1.6287238597869873
Run 20, Best epoch: 160, Best val_loss: 4.406011581420898
