Run 1, Best epoch: 190, Best val_loss: 1.347203016281128
Run 2, Best epoch: 436, Best val_loss: 1.608444333076477
Run 3, Best epoch: 0, Best val_loss: 0.6668493747711182
Run 4, Best epoch: 719, Best val_loss: 1.5721004009246826
Run 5, Best epoch: 646, Best val_loss: 0.614187479019165
Run 6, Best epoch: 165, Best val_loss: 1.289393424987793
Run 7, Best epoch: 837, Best val_loss: 1.588553786277771
Run 8, Best epoch: 836, Best val_loss: 1.5117689371109009
Run 9, Best epoch: 587, Best val_loss: 1.6253015995025635
Run 10, Best epoch: 472, Best val_loss: 1.2982699871063232
Run 11, Best epoch: 528, Best val_loss: 1.612402319908142
Run 12, Best epoch: 584, Best val_loss: 0.6421689391136169
Run 13, Best epoch: 147, Best val_loss: 0.8563787937164307
Run 14, Best epoch: 128, Best val_loss: 1.6049796342849731
Run 15, Best epoch: 123, Best val_loss: 0.8418785333633423
Run 16, Best epoch: 263, Best val_loss: 1.3211402893066406
Run 17, Best epoch: 145, Best val_loss: 0.8781081438064575
Run 18, Best epoch: 0, Best val_loss: 0.6703936457633972
Run 19, Best epoch: 224, Best val_loss: 0.8140885829925537
Run 20, Best epoch: 387, Best val_loss: 1.6036063432693481
