Run 1, Best epoch: 914, Best val_loss: 2.932995080947876
Run 2, Best epoch: 0, Best val_loss: 7.357717037200928
Run 3, Best epoch: 691, Best val_loss: 0.9718273282051086
Run 4, Best epoch: 132, Best val_loss: 7.0978288650512695
Run 5, Best epoch: 182, Best val_loss: 0.8774848580360413
Run 6, Best epoch: 92, Best val_loss: 2.8406405448913574
Run 7, Best epoch: 61, Best val_loss: 3.896852970123291
Run 8, Best epoch: 344, Best val_loss: 5.619767665863037
Run 9, Best epoch: 929, Best val_loss: 4.107877731323242
Run 10, Best epoch: 253, Best val_loss: 2.8056392669677734
Run 11, Best epoch: 8, Best val_loss: 4.542341232299805
Run 12, Best epoch: 293, Best val_loss: 0.9540262818336487
Run 13, Best epoch: 10, Best val_loss: 1.7618032693862915
Run 14, Best epoch: 776, Best val_loss: 7.033638954162598
Run 15, Best epoch: 92, Best val_loss: 1.5671601295471191
Run 16, Best epoch: 92, Best val_loss: 2.798827648162842
Run 17, Best epoch: 78, Best val_loss: 1.640731930732727
Run 18, Best epoch: 221, Best val_loss: 1.0570725202560425
Run 19, Best epoch: 71, Best val_loss: 1.606204867362976
Run 20, Best epoch: 21, Best val_loss: 4.5848708152771
