epoch,train_loss,val_loss,train_pcc,val_pcc
1,1.3215620517730713,1.6355267763137817,0.08439145982265472,0.13522382080554962
2,1.2105138301849365,1.6208839416503906,0.35564130544662476,0.12679722905158997
3,1.1733324527740479,1.6185052394866943,0.4871123433113098,0.0760924369096756
4,1.1282055377960205,1.6042702198028564,0.5236048102378845,0.0868913009762764
5,1.065764307975769,1.603024959564209,0.5247940421104431,0.08864789456129074
6,1.0407273769378662,1.6236741542816162,0.5595666170120239,0.10042916983366013
7,1.000881314277649,1.6162277460098267,0.6019479036331177,0.10444004833698273
8,0.9814124703407288,1.6030224561691284,0.6106898188591003,0.09908048063516617
9,0.9750152230262756,1.654656171798706,0.561470627784729,0.0864386260509491
10,0.9846833348274231,1.634294033050537,0.5943142771720886,0.10689365863800049
11,0.9302763342857361,1.646013855934143,0.6113137006759644,0.08355621993541718
12,0.9352648854255676,1.615871548652649,0.6470503211021423,0.0998082384467125
13,0.9320252537727356,1.624216079711914,0.5982375144958496,0.0840483084321022
14,0.9365249872207642,1.6198934316635132,0.6117739677429199,0.08768700808286667
15,0.9160566926002502,1.5996640920639038,0.6472835540771484,0.08794624358415604
16,0.9001262187957764,1.602243423461914,0.642339289188385,0.12349371612071991
17,0.8969215750694275,1.640038251876831,0.6371444463729858,0.10131216049194336
18,0.9042089581489563,1.623908281326294,0.6391863822937012,0.10661369562149048
19,0.8648293614387512,1.6428805589675903,0.6870057582855225,0.104379802942276
20,0.8729194402694702,1.6104614734649658,0.6618332862854004,0.12404628843069077
21,0.8978058099746704,1.6355689764022827,0.6816110610961914,0.11840802431106567
22,0.8879147171974182,1.6043325662612915,0.6656470894813538,0.12239935249090195
23,0.8961848616600037,1.606055736541748,0.6691187620162964,0.11339586228132248
24,0.890108048915863,1.5891178846359253,0.6547908782958984,0.10601335018873215
25,0.8416268825531006,1.6050721406936646,0.6706463694572449,0.11879818141460419
26,0.8609292507171631,1.6028074026107788,0.6640712022781372,0.1031145304441452
27,0.8589827418327332,1.597192406654358,0.6915382146835327,0.10646338015794754
28,0.8267671465873718,1.6069732904434204,0.7086729407310486,0.10208672285079956
29,0.8346725702285767,1.6272616386413574,0.6921167373657227,0.12506809830665588
30,0.8332698345184326,1.6201419830322266,0.6919137239456177,0.12669819593429565
31,0.84438157081604,1.6263269186019897,0.7004942893981934,0.11720286309719086
