PCC	Loss
-0.10894481837749481	1.589044213294983
0.3471922278404236	1.3307441473007202
0.02259228192269802	1.5769262313842773
0.38713279366493225	0.7057867050170898
0.43682193756103516	1.3224505186080933
0.5252890586853027	0.6523816585540771
0.4740373492240906	1.4486942291259766
0.3566693663597107	1.5743070840835571
0.36664438247680664	1.3038219213485718
0.30240342020988464	1.613736629486084
0.4398970603942871	0.6583644151687622
0.3238590359687805	1.6227076053619385
0.02839118428528309	1.605954647064209
0.29573971033096313	0.8950837850570679
0.40474727749824524	1.297093152999878
0.36834344267845154	0.8425862193107605
0.41575875878334045	0.7213253378868103
0.37461021542549133	0.8794422745704651
0.35574179887771606	1.6024678945541382
0.39138588309288025	0.847473680973053
