Run 1, Best epoch: 541, Best val_loss: 1.3092225790023804
Run 2, Best epoch: 842, Best val_loss: 1.5653252601623535
Run 3, Best epoch: 1, Best val_loss: 0.6657273769378662
Run 4, Best epoch: 539, Best val_loss: 1.5706241130828857
Run 5, Best epoch: 612, Best val_loss: 0.6445329189300537
Run 6, Best epoch: 193, Best val_loss: 1.280547022819519
Run 7, Best epoch: 328, Best val_loss: 1.5849659442901611
Run 8, Best epoch: 1039, Best val_loss: 1.456365942955017
Run 9, Best epoch: 346, Best val_loss: 1.6015443801879883
Run 10, Best epoch: 457, Best val_loss: 1.2861714363098145
Run 11, Best epoch: 269, Best val_loss: 1.593981146812439
Run 12, Best epoch: 1093, Best val_loss: 0.6139202117919922
Run 13, Best epoch: 45, Best val_loss: 0.8801381587982178
Run 14, Best epoch: 248, Best val_loss: 1.588952898979187
Run 15, Best epoch: 846, Best val_loss: 0.821270227432251
Run 16, Best epoch: 556, Best val_loss: 1.283172369003296
Run 17, Best epoch: 722, Best val_loss: 0.8730560541152954
Run 18, Best epoch: 599, Best val_loss: 0.7309383153915405
Run 19, Best epoch: 139, Best val_loss: 0.8300169110298157
Run 20, Best epoch: 276, Best val_loss: 1.5833933353424072
