Run 1, Best epoch: 392, Best val_loss: 2.9865036010742188
Run 2, Best epoch: 5, Best val_loss: 7.389346599578857
Run 3, Best epoch: 1177, Best val_loss: 1.1271098852157593
Run 4, Best epoch: 484, Best val_loss: 7.062037944793701
Run 5, Best epoch: 561, Best val_loss: 0.9766562581062317
Run 6, Best epoch: 74, Best val_loss: 2.8682048320770264
Run 7, Best epoch: 546, Best val_loss: 4.02048397064209
Run 8, Best epoch: 512, Best val_loss: 5.979104995727539
Run 9, Best epoch: 17, Best val_loss: 4.8050007820129395
Run 10, Best epoch: 720, Best val_loss: 3.033292770385742
Run 11, Best epoch: 33, Best val_loss: 4.439976692199707
Run 12, Best epoch: 758, Best val_loss: 1.0043202638626099
Run 13, Best epoch: 16, Best val_loss: 1.7845442295074463
Run 14, Best epoch: 19, Best val_loss: 7.348908424377441
Run 15, Best epoch: 106, Best val_loss: 1.6599054336547852
Run 16, Best epoch: 111, Best val_loss: 2.9156618118286133
Run 17, Best epoch: 1, Best val_loss: 1.78171706199646
Run 18, Best epoch: 899, Best val_loss: 1.1001062393188477
Run 19, Best epoch: 29, Best val_loss: 1.6479768753051758
Run 20, Best epoch: 41, Best val_loss: 4.5028862953186035
