PCC	Loss
0.03599974885582924	1.5496771335601807
0.3767957091331482	1.2923619747161865
-0.06080559268593788	1.6492336988449097
0.3529607057571411	0.7360715270042419
0.4665472209453583	1.2918694019317627
0.5088386535644531	0.6699602603912354
0.4428099989891052	1.4627861976623535
0.3290407061576843	1.6044312715530396
0.40191650390625	1.2820982933044434
0.31331169605255127	1.5948153734207153
0.35696715116500854	0.7322037220001221
0.31804952025413513	1.6527622938156128
0.007487113121896982	1.6175456047058105
0.2862356901168823	0.9229506850242615
0.4625035524368286	1.2895394563674927
0.36786940693855286	0.8502240777015686
0.42073747515678406	0.7124217748641968
0.00014752271817997098	0.9008564352989197
0.31111472845077515	1.6255499124526978
0.3784923255443573	0.8670562505722046
