Run 1, Best epoch: 975, Best val_loss: 1.2102935314178467
Run 2, Best epoch: 549, Best val_loss: 1.5602844953536987
Run 3, Best epoch: 12, Best val_loss: 0.7032784819602966
Run 4, Best epoch: 180, Best val_loss: 1.5710573196411133
Run 5, Best epoch: 80, Best val_loss: 0.6277990937232971
Run 6, Best epoch: 996, Best val_loss: 1.1855051517486572
Run 7, Best epoch: 83, Best val_loss: 1.5355666875839233
Run 8, Best epoch: 527, Best val_loss: 1.4252699613571167
Run 9, Best epoch: 332, Best val_loss: 1.5766510963439941
Run 10, Best epoch: 80, Best val_loss: 1.2504040002822876
Run 11, Best epoch: 102, Best val_loss: 1.5904502868652344
Run 12, Best epoch: 172, Best val_loss: 0.621324896812439
Run 13, Best epoch: 14, Best val_loss: 0.8793317079544067
Run 14, Best epoch: 35, Best val_loss: 1.5991533994674683
Run 15, Best epoch: 234, Best val_loss: 0.8409595489501953
Run 16, Best epoch: 417, Best val_loss: 1.243949294090271
Run 17, Best epoch: 117, Best val_loss: 0.8659467697143555
Run 18, Best epoch: 835, Best val_loss: 0.7231819033622742
Run 19, Best epoch: 119, Best val_loss: 0.8239081501960754
Run 20, Best epoch: 41, Best val_loss: 1.5694823265075684
