Run 1, Best epoch: 416, Best val_loss: 2.913815975189209
Run 2, Best epoch: 0, Best val_loss: 7.360356330871582
Run 3, Best epoch: 618, Best val_loss: 1.1881577968597412
Run 4, Best epoch: 399, Best val_loss: 7.046380996704102
Run 5, Best epoch: 809, Best val_loss: 1.0059829950332642
Run 6, Best epoch: 289, Best val_loss: 2.8394205570220947
Run 7, Best epoch: 488, Best val_loss: 3.9155590534210205
Run 8, Best epoch: 480, Best val_loss: 6.111700534820557
Run 9, Best epoch: 25, Best val_loss: 4.722323417663574
Run 10, Best epoch: 947, Best val_loss: 2.9956324100494385
Run 11, Best epoch: 40, Best val_loss: 4.365817070007324
Run 12, Best epoch: 1312, Best val_loss: 0.97806715965271
Run 13, Best epoch: 11, Best val_loss: 1.7580885887145996
Run 14, Best epoch: 23, Best val_loss: 7.341331958770752
Run 15, Best epoch: 33, Best val_loss: 1.647156000137329
Run 16, Best epoch: 126, Best val_loss: 2.8905766010284424
Run 17, Best epoch: 32, Best val_loss: 1.7607831954956055
Run 18, Best epoch: 549, Best val_loss: 1.1950165033340454
Run 19, Best epoch: 25, Best val_loss: 1.619590163230896
Run 20, Best epoch: 30, Best val_loss: 4.401450157165527
