epoch,train_loss,val_loss,train_pcc,val_pcc
1,4.238543510437012,1.1715131998062134,0.010684027336537838,0.004497460089623928
2,3.103435754776001,1.3150352239608765,0.09740813821554184,0.21175545454025269
3,3.125061511993408,1.2691465616226196,0.3512261211872101,0.27966785430908203
4,2.721557140350342,1.3740586042404175,0.4068553149700165,0.31604912877082825
5,2.7100648880004883,1.3235145807266235,0.45701003074645996,0.33320727944374084
6,2.5626344680786133,1.498687505722046,0.4894755482673645,0.33991163969039917
7,2.4266481399536133,1.364829182624817,0.503251314163208,0.3588886857032776
8,2.4175045490264893,1.2279340028762817,0.5175676345825195,0.358502060174942
9,2.482090473175049,1.3641821146011353,0.5380751490592957,0.3640294671058655
10,2.5200600624084473,1.336693286895752,0.5272415280342102,0.36575889587402344
11,2.2211523056030273,1.226059079170227,0.5458989143371582,0.3697207570075989
12,2.1238486766815186,1.1716808080673218,0.5657505393028259,0.3825717866420746
13,2.2369680404663086,1.1701455116271973,0.5858456492424011,0.39217665791511536
14,2.1352055072784424,1.1902134418487549,0.6064167618751526,0.3906726837158203
15,1.966715931892395,1.1218280792236328,0.6308768391609192,0.38865429162979126
16,1.8513833284378052,1.206441044807434,0.6439327001571655,0.38102462887763977
17,2.168421745300293,1.1561920642852783,0.611699640750885,0.3949238359928131
18,2.032893180847168,1.0758463144302368,0.6038779020309448,0.3979310095310211
19,2.0620362758636475,1.070672869682312,0.6357666254043579,0.38649630546569824
20,2.202627658843994,1.219406008720398,0.611770749092102,0.3737245798110962
21,1.967258334159851,1.1101099252700806,0.6308099031448364,0.38324180245399475
22,2.018699884414673,1.1632654666900635,0.6432870626449585,0.38959529995918274
23,1.885251522064209,1.1165040731430054,0.6559419631958008,0.3762992024421692
24,1.9908983707427979,1.1234774589538574,0.6528103947639465,0.3846949338912964
25,1.988378643989563,1.111723780632019,0.6405643224716187,0.4032323658466339
26,1.9419103860855103,1.0658305883407593,0.6358252763748169,0.4091266095638275
27,1.8549648523330688,1.0736104249954224,0.657475471496582,0.4031035304069519
28,1.6381887197494507,1.078474760055542,0.6885618567466736,0.40625885128974915
29,1.7272510528564453,1.065347671508789,0.6964230537414551,0.3982221186161041
30,1.874043345451355,1.0237232446670532,0.6537664532661438,0.4005703330039978
31,1.7083642482757568,1.0610865354537964,0.6961938142776489,0.4072919189929962
32,1.7552953958511353,1.056579828262329,0.7045434713363647,0.41133466362953186
33,1.66680908203125,1.0469387769699097,0.6834771037101746,0.4052458107471466
34,1.772907018661499,1.0639915466308594,0.6788581609725952,0.4043751060962677
35,1.714319109916687,1.0554567575454712,0.6960445642471313,0.42362332344055176
36,1.7544809579849243,1.0583112239837646,0.7029098272323608,0.40210404992103577
37,1.5371702909469604,1.0694936513900757,0.7289431095123291,0.38881030678749084
38,1.6029325723648071,1.040189504623413,0.6950204968452454,0.38868623971939087
39,1.6873385906219482,1.0404249429702759,0.6973909139633179,0.416496604681015
40,1.7244069576263428,1.005140781402588,0.7100614905357361,0.40900465846061707
41,1.5460872650146484,1.0314619541168213,0.6969724893569946,0.39617371559143066
42,1.660068392753601,1.1207005977630615,0.6956934332847595,0.39117926359176636
43,1.5361696481704712,1.0439949035644531,0.7477006316184998,0.4097941815853119
44,1.5417139530181885,1.0442006587982178,0.7413575053215027,0.4127376675605774
45,1.588322639465332,1.0302988290786743,0.7147678136825562,0.39581847190856934
46,1.591996192932129,1.0180331468582153,0.7339524626731873,0.39810308814048767
47,1.4901307821273804,1.0528299808502197,0.7339767813682556,0.39677971601486206
48,1.647857666015625,1.0412952899932861,0.7253375053405762,0.4203253388404846
49,1.4631208181381226,1.0619455575942993,0.7498498558998108,0.42411673069000244
50,1.4923943281173706,1.024504542350769,0.7308521866798401,0.41189903020858765
51,1.538098692893982,1.0268069505691528,0.7182474136352539,0.4106464385986328
52,1.3815367221832275,1.0290088653564453,0.7276216149330139,0.4045247733592987
53,1.3856252431869507,1.030000925064087,0.7221282124519348,0.39903101325035095
54,1.4773699045181274,1.024727702140808,0.7329007387161255,0.40253299474716187
55,1.4255529642105103,1.0378029346466064,0.7572441101074219,0.40733566880226135
56,1.4026635885238647,1.0318933725357056,0.7355091571807861,0.4195738434791565
57,1.5722588300704956,1.027649998664856,0.7359630465507507,0.42031148076057434
58,1.4527798891067505,1.051845669746399,0.7390429377555847,0.41143712401390076
59,1.2392290830612183,1.0613709688186646,0.7847181558609009,0.41561922430992126
60,1.4251315593719482,1.0158603191375732,0.7414532899856567,0.4145204722881317
61,1.4925861358642578,1.017126441001892,0.7383256554603577,0.40576839447021484
62,1.4331029653549194,1.065828800201416,0.7621827125549316,0.4057190716266632
63,1.4383326768875122,1.0253714323043823,0.7539145946502686,0.4056912660598755
64,1.3644806146621704,1.0307289361953735,0.7711069583892822,0.3806365430355072
65,1.358877182006836,1.0349411964416504,0.7721480131149292,0.39900627732276917
66,1.483284592628479,1.0610530376434326,0.7526646852493286,0.4020569622516632
67,1.34055495262146,1.0558290481567383,0.7699536681175232,0.40635088086128235
68,1.422994613647461,0.9891895055770874,0.7610364556312561,0.42558547854423523
69,1.3671777248382568,1.0268138647079468,0.7593578696250916,0.40946164727211
70,1.2708630561828613,1.0220774412155151,0.7880037426948547,0.4208816587924957
71,1.3313735723495483,1.007007122039795,0.7647493481636047,0.423775315284729
72,1.4094079732894897,1.070231318473816,0.7582888007164001,0.4015108346939087
73,1.2018377780914307,1.0366520881652832,0.7857757806777954,0.41595590114593506
74,1.3242456912994385,1.057775855064392,0.7649654746055603,0.3993058502674103
75,1.1646618843078613,1.0782102346420288,0.7900609970092773,0.389580637216568
76,1.3348287343978882,1.084199070930481,0.7794822454452515,0.4079262614250183
77,1.3024235963821411,1.0248116254806519,0.7808956503868103,0.40194791555404663
78,1.3203651905059814,1.0785874128341675,0.7763491272926331,0.37764933705329895
79,1.1621191501617432,1.0240051746368408,0.7987647652626038,0.3986644148826599
