Run 1, Best epoch: 12, Best val_loss: 2.7298085689544678
Run 2, Best epoch: 30, Best val_loss: 7.234153747558594
Run 3, Best epoch: 67, Best val_loss: 0.9891895055770874
Run 4, Best epoch: 20, Best val_loss: 6.931218147277832
Run 5, Best epoch: 27, Best val_loss: 0.9250481128692627
Run 6, Best epoch: 650, Best val_loss: 2.706575393676758
Run 7, Best epoch: 5, Best val_loss: 3.861722469329834
Run 8, Best epoch: 12, Best val_loss: 6.373241901397705
Run 9, Best epoch: 2, Best val_loss: 4.930337429046631
Run 10, Best epoch: 68, Best val_loss: 2.8558969497680664
Run 11, Best epoch: 4, Best val_loss: 4.563240051269531
Run 12, Best epoch: 36, Best val_loss: 1.003316044807434
Run 13, Best epoch: 0, Best val_loss: 1.8068922758102417
Run 14, Best epoch: 1, Best val_loss: 7.332200050354004
Run 15, Best epoch: 7, Best val_loss: 1.6461601257324219
Run 16, Best epoch: 7, Best val_loss: 2.746948719024658
Run 17, Best epoch: 12, Best val_loss: 1.7421554327011108
Run 18, Best epoch: 45, Best val_loss: 1.0027378797531128
Run 19, Best epoch: 5, Best val_loss: 1.584059715270996
Run 20, Best epoch: 2, Best val_loss: 4.558724403381348
