Run 1, Best epoch: 18, Best val_loss: 2.8262922763824463
Run 2, Best epoch: 575, Best val_loss: 7.262657165527344
Run 3, Best epoch: 26, Best val_loss: 1.0571551322937012
Run 4, Best epoch: 26, Best val_loss: 7.083124160766602
Run 5, Best epoch: 47, Best val_loss: 0.9384768605232239
Run 6, Best epoch: 13, Best val_loss: 2.7901549339294434
Run 7, Best epoch: 14, Best val_loss: 3.933307409286499
Run 8, Best epoch: 37, Best val_loss: 6.1707844734191895
Run 9, Best epoch: 3, Best val_loss: 4.947007179260254
Run 10, Best epoch: 188, Best val_loss: 2.905066728591919
Run 11, Best epoch: 5, Best val_loss: 4.520576000213623
Run 12, Best epoch: 137, Best val_loss: 0.9949050545692444
Run 13, Best epoch: 2, Best val_loss: 1.7753403186798096
Run 14, Best epoch: 1, Best val_loss: 7.317964553833008
Run 15, Best epoch: 11, Best val_loss: 1.6360533237457275
Run 16, Best epoch: 11, Best val_loss: 2.8023104667663574
Run 17, Best epoch: 23, Best val_loss: 1.7137870788574219
Run 18, Best epoch: 60, Best val_loss: 1.0002630949020386
Run 19, Best epoch: 6, Best val_loss: 1.6465370655059814
Run 20, Best epoch: 6, Best val_loss: 4.568531513214111
