epoch,step,test_loss,test_pcc,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,38,,,,,4.792080879211426,-0.09110771119594574
0,38,,,3.9628076553344727,0.011816665530204773,,
1,77,,,,,4.209242343902588,0.03867704048752785
1,77,,,3.520861864089966,-0.0030906451866030693,,
2,116,,,,,4.100080490112305,0.21543897688388824
2,116,,,3.365790843963623,0.029439320787787437,,
3,155,,,,,4.015524387359619,0.283092200756073
3,155,,,3.2299439907073975,0.10312843322753906,,
4,194,,,,,3.9412786960601807,0.3164753317832947
4,194,,,3.2065937519073486,0.10478320717811584,,
5,233,,,,,3.8260419368743896,0.32612740993499756
5,233,,,3.0415737628936768,0.14774101972579956,,
6,272,,,,,3.7642662525177,0.33809611201286316
6,272,,,2.8557591438293457,0.26149505376815796,,
7,311,,,,,3.7491812705993652,0.3356412947177887
7,311,,,2.9090592861175537,0.29103150963783264,,
8,350,,,,,3.7144389152526855,0.34344619512557983
8,350,,,2.7919464111328125,0.28469589352607727,,
9,389,,,,,3.7081856727600098,0.34635215997695923
9,389,,,2.81442928314209,0.30122920870780945,,
10,428,,,,,3.692115306854248,0.3534703850746155
10,428,,,2.810669422149658,0.29553794860839844,,
11,467,,,,,3.634620428085327,0.36671558022499084
11,467,,,2.6782305240631104,0.34722018241882324,,
12,506,,,,,3.6378726959228516,0.37545910477638245
12,506,,,2.746556520462036,0.32975703477859497,,
13,545,,,,,3.5998928546905518,0.37524572014808655
13,545,,,2.691420316696167,0.3465140759944916,,
14,584,,,,,3.5791738033294678,0.38875725865364075
14,584,,,2.573786973953247,0.4053385555744171,,
15,623,,,,,3.649750232696533,0.3833999037742615
15,623,,,2.603435754776001,0.3742455840110779,,
16,662,,,,,3.551306962966919,0.38359299302101135
16,662,,,2.539790630340576,0.4011378586292267,,
17,701,,,,,3.5219838619232178,0.3941771388053894
17,701,,,2.4932801723480225,0.410428524017334,,
18,740,,,,,3.572948932647705,0.40014412999153137
18,740,,,2.544290781021118,0.41581177711486816,,
19,779,,,,,3.5524425506591797,0.394146203994751
19,779,,,2.3880956172943115,0.4152827560901642,,
20,818,,,,,3.5777206420898438,0.39063459634780884
20,818,,,2.4933180809020996,0.421855628490448,,
21,857,,,,,3.529654026031494,0.39099568128585815
21,857,,,2.3640623092651367,0.45282042026519775,,
22,896,,,,,3.516672134399414,0.39971819519996643
22,896,,,2.4768900871276855,0.42561981081962585,,
23,935,,,,,3.5460567474365234,0.3993172347545624
23,935,,,2.598994493484497,0.39984601736068726,,
24,974,,,,,3.575457811355591,0.38677746057510376
24,974,,,2.434265375137329,0.45163437724113464,,
25,1013,,,,,3.551151752471924,0.38443857431411743
25,1013,,,2.3275434970855713,0.45912298560142517,,
26,1052,,,,,3.5126960277557373,0.3926878869533539
26,1052,,,2.4162144660949707,0.475148469209671,,
27,1091,,,,,3.5903546810150146,0.3894941210746765
27,1091,,,2.3786258697509766,0.4568265378475189,,
28,1130,,,,,3.580951690673828,0.3848097026348114
28,1130,,,2.426933526992798,0.4619491696357727,,
29,1169,,,,,3.5495948791503906,0.392669141292572
29,1169,,,2.335228204727173,0.4653363823890686,,
30,1208,,,,,3.6144309043884277,0.3759433925151825
30,1208,,,2.231483221054077,0.4951930046081543,,
31,1247,,,,,3.508523464202881,0.38522520661354065
31,1247,,,2.2819416522979736,0.4842786490917206,,
32,1286,,,,,3.4655542373657227,0.4062855541706085
32,1286,,,2.3512306213378906,0.4742593467235565,,
33,1325,,,,,3.5842437744140625,0.39056944847106934
33,1325,,,2.2432973384857178,0.5099714994430542,,
34,1364,,,,,3.5330662727355957,0.39186781644821167
34,1364,,,2.181668758392334,0.5160826444625854,,
35,1403,,,,,3.533310651779175,0.391791969537735
35,1403,,,2.1842005252838135,0.5149726867675781,,
36,1442,,,,,3.5693321228027344,0.386902779340744
36,1442,,,2.221158981323242,0.5216754078865051,,
