epoch,step,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,40,,,3.8901429176330566,0.1165623739361763
0,40,3.1372315883636475,0.04378260299563408,,
1,81,,,3.537060022354126,0.20439088344573975
1,81,2.9499127864837646,0.010438158176839352,,
2,122,,,3.4836478233337402,0.24349908530712128
2,122,2.625053882598877,0.10850603878498077,,
3,163,,,3.385556936264038,0.24526505172252655
3,163,2.5002694129943848,0.20126812160015106,,
4,204,,,3.458862066268921,0.26087528467178345
4,204,2.4259839057922363,0.24719738960266113,,
5,245,,,3.2788374423980713,0.2865585386753082
5,245,2.3449161052703857,0.3304772675037384,,
6,286,,,3.1828737258911133,0.33022621273994446
6,286,2.5060975551605225,0.3034050762653351,,
7,327,,,3.1715540885925293,0.3404426872730255
7,327,2.159036159515381,0.3711671233177185,,
8,368,,,3.304809093475342,0.34468042850494385
8,368,2.1990363597869873,0.36787548661231995,,
9,409,,,3.2027337551116943,0.35786959528923035
9,409,1.9172625541687012,0.4161037802696228,,
10,450,,,3.221843957901001,0.37277695536613464
10,450,2.035250425338745,0.4648854732513428,,
11,491,,,3.11517071723938,0.3915378749370575
11,491,1.9927619695663452,0.4465487003326416,,
12,532,,,3.0327930450439453,0.4131515920162201
12,532,2.2296087741851807,0.4516255855560303,,
13,573,,,3.047353744506836,0.4172106087207794
13,573,1.9451338052749634,0.4995056688785553,,
14,614,,,3.040764331817627,0.43445664644241333
14,614,1.8980746269226074,0.47976842522621155,,
15,655,,,3.040062665939331,0.41950979828834534
15,655,2.1734447479248047,0.46379444003105164,,
16,696,,,3.120563268661499,0.4184925854206085
16,696,1.8512593507766724,0.4969155490398407,,
17,737,,,3.056227445602417,0.43782278895378113
17,737,2.0794284343719482,0.4870647192001343,,
18,778,,,3.0214664936065674,0.4341195821762085
18,778,2.0365753173828125,0.4817523956298828,,
19,819,,,2.99072003364563,0.44316959381103516
19,819,2.036851406097412,0.48464757204055786,,
20,860,,,2.8783135414123535,0.4498100280761719
20,860,2.0005757808685303,0.5021288990974426,,
21,901,,,3.003154754638672,0.4680343568325043
21,901,1.9692609310150146,0.5172044038772583,,
22,942,,,2.904735565185547,0.4641796350479126
22,942,1.9603049755096436,0.49450933933258057,,
23,983,,,2.9202566146850586,0.4558124542236328
23,983,2.1252877712249756,0.49500367045402527,,
24,1024,,,3.004304885864258,0.4684874713420868
24,1024,1.8083531856536865,0.5292670726776123,,
25,1065,,,3.0329902172088623,0.4734565317630768
25,1065,1.9049917459487915,0.5184168219566345,,
26,1106,,,2.8696391582489014,0.4701929986476898
26,1106,1.9883153438568115,0.5153562426567078,,
27,1147,,,2.9527623653411865,0.47545984387397766
27,1147,1.7767423391342163,0.559891939163208,,
28,1188,,,2.9450457096099854,0.4719848930835724
28,1188,1.6950713396072388,0.557287335395813,,
29,1229,,,2.8497817516326904,0.4656182527542114
29,1229,1.7664223909378052,0.5748711228370667,,
30,1270,,,2.8532323837280273,0.4761906564235687
30,1270,1.6581238508224487,0.5603193640708923,,
31,1311,,,2.848748207092285,0.4864548146724701
31,1311,1.7737281322479248,0.575935423374176,,
32,1352,,,2.8923563957214355,0.4675590991973877
32,1352,1.976830244064331,0.5616577863693237,,
33,1393,,,2.9069697856903076,0.4667752683162689
33,1393,1.6774849891662598,0.5932268500328064,,
34,1434,,,2.9123950004577637,0.4547557830810547
34,1434,1.7290937900543213,0.5992698669433594,,
35,1475,,,3.018075466156006,0.4416598379611969
35,1475,1.7400861978530884,0.538533091545105,,
36,1516,,,2.884406089782715,0.4573495388031006
36,1516,1.8639646768569946,0.546592116355896,,
37,1557,,,2.899416208267212,0.4682675004005432
37,1557,1.5886728763580322,0.5896338224411011,,
38,1598,,,2.946565866470337,0.4684882164001465
38,1598,1.8490338325500488,0.5708891153335571,,
39,1639,,,2.941506862640381,0.4704188108444214
39,1639,1.7652398347854614,0.5800033211708069,,
40,1680,,,2.9010119438171387,0.46482908725738525
40,1680,1.797993779182434,0.5713241696357727,,
41,1721,,,3.101445198059082,0.45249563455581665
41,1721,1.7558507919311523,0.5432793498039246,,
42,1762,,,2.849496364593506,0.46638187766075134
42,1762,1.7576532363891602,0.5682248473167419,,
43,1803,,,2.8419783115386963,0.4742293655872345
43,1803,1.742862582206726,0.5921712517738342,,
44,1844,,,2.9628281593322754,0.46472933888435364
44,1844,1.7420527935028076,0.5957684516906738,,
45,1885,,,2.862055540084839,0.4659198820590973
45,1885,1.7352010011672974,0.5689380764961243,,
46,1926,,,2.972269058227539,0.45844581723213196
46,1926,1.6742924451828003,0.5723540782928467,,
47,1967,,,2.987488031387329,0.46010616421699524
47,1967,1.6303163766860962,0.6023134589195251,,
48,2008,,,3.0986382961273193,0.4630011320114136
48,2008,1.6148160696029663,0.6084842681884766,,
49,2049,,,2.897364616394043,0.4732080101966858
49,2049,1.7532083988189697,0.6028908491134644,,
50,2090,,,2.9561045169830322,0.4560309946537018
50,2090,1.5581125020980835,0.6222695708274841,,
51,2131,,,2.9507126808166504,0.45737725496292114
51,2131,1.6190788745880127,0.6244723200798035,,
52,2172,,,2.9537253379821777,0.45413827896118164
52,2172,1.6560192108154297,0.6214532852172852,,
53,2213,,,2.9460740089416504,0.44870832562446594
53,2213,1.7637860774993896,0.6147719621658325,,
54,2254,,,2.9837210178375244,0.44378677010536194
54,2254,1.6451231241226196,0.6333125233650208,,
55,2295,,,3.026902675628662,0.46101006865501404
55,2295,1.755333662033081,0.5854762196540833,,
56,2336,,,2.8807759284973145,0.46161791682243347
56,2336,1.6147769689559937,0.6597249507904053,,
57,2377,,,3.06829571723938,0.45919179916381836
57,2377,1.6852318048477173,0.6138651967048645,,
58,2418,,,2.8662266731262207,0.46492859721183777
58,2418,1.5509308576583862,0.5936917066574097,,
59,2459,,,2.863085985183716,0.46991077065467834
59,2459,1.5707825422286987,0.6065195798873901,,
60,2500,,,3.056655168533325,0.47233253717422485
60,2500,1.7679725885391235,0.5914636254310608,,
61,2541,,,2.84258770942688,0.4693126678466797
61,2541,1.7005233764648438,0.588728129863739,,
62,2582,,,2.9253976345062256,0.45659902691841125
62,2582,1.8293570280075073,0.5701777935028076,,
63,2623,,,2.9365367889404297,0.46748536825180054
63,2623,1.72135591506958,0.5954015851020813,,
64,2664,,,2.943596839904785,0.4545641839504242
64,2664,1.6326264142990112,0.6130957007408142,,
65,2705,,,2.9933745861053467,0.4512348771095276
65,2705,1.7605013847351074,0.6145267486572266,,
66,2746,,,2.855172634124756,0.4647158086299896
66,2746,1.5563191175460815,0.6238588094711304,,
67,2787,,,2.9089581966400146,0.46199914813041687
67,2787,1.6658291816711426,0.6056503653526306,,
68,2828,,,2.885162591934204,0.4473302364349365
68,2828,1.6043628454208374,0.6110942363739014,,
69,2869,,,2.9680428504943848,0.4385042190551758
69,2869,1.581196904182434,0.6085577011108398,,
70,2910,,,2.870249032974243,0.45858603715896606
70,2910,1.4797435998916626,0.5953173041343689,,
71,2951,,,2.80277681350708,0.47053200006484985
71,2951,1.604696273803711,0.6064770817756653,,
72,2992,,,2.8276729583740234,0.4617730975151062
72,2992,1.5226917266845703,0.6350590586662292,,
73,3033,,,2.966431140899658,0.4571271538734436
73,3033,1.6591883897781372,0.6199772357940674,,
74,3074,,,2.8649981021881104,0.45857182145118713
74,3074,1.58928644657135,0.6300344467163086,,
75,3115,,,2.9790940284729004,0.4519329071044922
75,3115,1.5026999711990356,0.6186748743057251,,
76,3156,,,3.0148277282714844,0.44123953580856323
76,3156,1.7495744228363037,0.6104860901832581,,
77,3197,,,2.9410078525543213,0.44585633277893066
77,3197,1.6578664779663086,0.6567021608352661,,
78,3238,,,2.8873775005340576,0.46001994609832764
78,3238,1.711619257926941,0.6136069297790527,,
79,3279,,,2.8434648513793945,0.45923614501953125
79,3279,1.5474287271499634,0.62330162525177,,
80,3320,,,2.9056296348571777,0.460881769657135
80,3320,1.5629286766052246,0.6324978470802307,,
81,3361,,,2.8968558311462402,0.4543361961841583
81,3361,1.5301570892333984,0.6410553455352783,,
82,3402,,,2.8983144760131836,0.4697079658508301
82,3402,1.5452593564987183,0.6320627331733704,,
83,3443,,,2.899461269378662,0.4685766100883484
83,3443,1.4953912496566772,0.6597632765769958,,
84,3484,,,2.8811864852905273,0.47014179825782776
84,3484,1.602634310722351,0.6259982585906982,,
85,3525,,,2.974968433380127,0.4586052894592285
85,3525,1.670784592628479,0.5942398309707642,,
86,3566,,,2.849147319793701,0.4650934934616089
86,3566,1.6255719661712646,0.6276252865791321,,
87,3607,,,2.9279561042785645,0.45695599913597107
87,3607,1.5883350372314453,0.6242585182189941,,
88,3648,,,2.970780849456787,0.47369664907455444
88,3648,1.740221381187439,0.6095507740974426,,
89,3689,,,2.8401761054992676,0.47604864835739136
89,3689,1.4913454055786133,0.6397387385368347,,
90,3730,,,2.907309055328369,0.47975751757621765
90,3730,1.4327470064163208,0.6682757139205933,,
91,3771,,,2.8432979583740234,0.4809422791004181
91,3771,1.6872100830078125,0.651182234287262,,
92,3812,,,3.009204149246216,0.46732351183891296
92,3812,1.5461786985397339,0.620497465133667,,
93,3853,,,2.857215166091919,0.4662759602069855
93,3853,1.5673022270202637,0.6606049537658691,,
94,3894,,,2.955371856689453,0.4553690552711487
94,3894,1.3909428119659424,0.6842358708381653,,
95,3935,,,2.9846079349517822,0.44768619537353516
95,3935,1.6485644578933716,0.6310980319976807,,
96,3976,,,2.827347755432129,0.4550308585166931
96,3976,1.605475664138794,0.6476252675056458,,
97,4017,,,2.9421472549438477,0.4477681517601013
97,4017,1.5177279710769653,0.6633460521697998,,
98,4058,,,2.8742423057556152,0.4632590711116791
98,4058,1.5790590047836304,0.6651321649551392,,
99,4099,,,2.9443705081939697,0.4643389582633972
99,4099,1.6611374616622925,0.6202132701873779,,
100,4140,,,2.871093988418579,0.459289014339447
100,4140,1.483889102935791,0.6449187994003296,,
