Run 1, Best epoch: 11, Best val_loss: 2.8161470890045166
Run 2, Best epoch: 58, Best val_loss: 7.175378799438477
Run 3, Best epoch: 64, Best val_loss: 1.004750370979309
Run 4, Best epoch: 705, Best val_loss: 6.376920223236084
Run 5, Best epoch: 41, Best val_loss: 0.9723902344703674
Run 6, Best epoch: 16, Best val_loss: 2.61954402923584
Run 7, Best epoch: 19, Best val_loss: 3.838623285293579
Run 8, Best epoch: 62, Best val_loss: 6.3433918952941895
Run 9, Best epoch: 34, Best val_loss: 4.58512544631958
Run 10, Best epoch: 30, Best val_loss: 2.933695077896118
Run 11, Best epoch: 5, Best val_loss: 4.427839756011963
Run 12, Best epoch: 130, Best val_loss: 0.9959602952003479
Run 13, Best epoch: 4, Best val_loss: 1.8381186723709106
Run 14, Best epoch: 1, Best val_loss: 7.343789100646973
Run 15, Best epoch: 20, Best val_loss: 1.6381020545959473
Run 16, Best epoch: 12, Best val_loss: 2.727212905883789
Run 17, Best epoch: 19, Best val_loss: 1.7242660522460938
Run 18, Best epoch: 254, Best val_loss: 0.9688006043434143
Run 19, Best epoch: 9, Best val_loss: 1.6216247081756592
Run 20, Best epoch: 8, Best val_loss: 4.305085182189941
