Run 1, Best epoch: 28, Best val_loss: 2.8031725883483887
Run 2, Best epoch: 0, Best val_loss: 7.431335926055908
Run 3, Best epoch: 75, Best val_loss: 1.1087124347686768
Run 4, Best epoch: 14, Best val_loss: 7.134975433349609
Run 5, Best epoch: 34, Best val_loss: 1.000148892402649
Run 6, Best epoch: 8, Best val_loss: 2.7464163303375244
Run 7, Best epoch: 8, Best val_loss: 3.9427497386932373
Run 8, Best epoch: 24, Best val_loss: 6.184500694274902
Run 9, Best epoch: 1, Best val_loss: 5.091721534729004
Run 10, Best epoch: 71, Best val_loss: 3.038886547088623
Run 11, Best epoch: 6, Best val_loss: 4.430027961730957
Run 12, Best epoch: 61, Best val_loss: 1.1268855333328247
Run 13, Best epoch: 0, Best val_loss: 1.7993768453598022
Run 14, Best epoch: 1, Best val_loss: 7.283082485198975
Run 15, Best epoch: 11, Best val_loss: 1.6756041049957275
Run 16, Best epoch: 11, Best val_loss: 2.813892364501953
Run 17, Best epoch: 0, Best val_loss: 1.7686156034469604
Run 18, Best epoch: 36, Best val_loss: 1.0535763502120972
Run 19, Best epoch: 3, Best val_loss: 1.690792441368103
Run 20, Best epoch: 4, Best val_loss: 4.548914432525635
