Run 1, Best epoch: 601, Best val_loss: 1.2718864679336548
Run 2, Best epoch: 705, Best val_loss: 1.5599647760391235
Run 3, Best epoch: 1401, Best val_loss: 0.652927577495575
Run 4, Best epoch: 821, Best val_loss: 1.5507686138153076
Run 5, Best epoch: 78, Best val_loss: 0.6392078995704651
Run 6, Best epoch: 303, Best val_loss: 1.2451603412628174
Run 7, Best epoch: 1081, Best val_loss: 1.4947112798690796
Run 8, Best epoch: 774, Best val_loss: 1.4333183765411377
Run 9, Best epoch: 419, Best val_loss: 1.5507029294967651
Run 10, Best epoch: 504, Best val_loss: 1.2398146390914917
Run 11, Best epoch: 64, Best val_loss: 1.5868474245071411
Run 12, Best epoch: 615, Best val_loss: 0.6124417185783386
Run 13, Best epoch: 12, Best val_loss: 0.871282160282135
Run 14, Best epoch: 30, Best val_loss: 1.5996918678283691
Run 15, Best epoch: 183, Best val_loss: 0.8320773839950562
Run 16, Best epoch: 450, Best val_loss: 1.2444555759429932
Run 17, Best epoch: 37, Best val_loss: 0.8748274445533752
Run 18, Best epoch: 218, Best val_loss: 0.7387282848358154
Run 19, Best epoch: 30, Best val_loss: 0.828249454498291
Run 20, Best epoch: 69, Best val_loss: 1.571438193321228
