Run 1, Best epoch: 220, Best val_loss: 1.197507381439209
Run 2, Best epoch: 220, Best val_loss: 1.508783221244812
Run 3, Best epoch: 57, Best val_loss: 0.6586107611656189
Run 4, Best epoch: 37, Best val_loss: 1.5466769933700562
Run 5, Best epoch: 26, Best val_loss: 0.6122950315475464
Run 6, Best epoch: 90, Best val_loss: 1.1872048377990723
Run 7, Best epoch: 368, Best val_loss: 1.4934529066085815
Run 8, Best epoch: 196, Best val_loss: 1.4401333332061768
Run 9, Best epoch: 100, Best val_loss: 1.5782437324523926
Run 10, Best epoch: 76, Best val_loss: 1.2597427368164062
Run 11, Best epoch: 368, Best val_loss: 1.5478955507278442
Run 12, Best epoch: 102, Best val_loss: 0.6178871989250183
Run 13, Best epoch: 6, Best val_loss: 0.8652218580245972
Run 14, Best epoch: 38, Best val_loss: 1.5540112257003784
Run 15, Best epoch: 38, Best val_loss: 0.8198743462562561
Run 16, Best epoch: 550, Best val_loss: 1.1916567087173462
Run 17, Best epoch: 54, Best val_loss: 0.8496221899986267
Run 18, Best epoch: 36, Best val_loss: 0.6753143668174744
Run 19, Best epoch: 11, Best val_loss: 0.8191291093826294
Run 20, Best epoch: 22, Best val_loss: 1.5772241353988647
