PCC	Loss
0.14110167324543	1.517120599746704
0.4674113988876343	1.1762313842773438
-0.022075606510043144	1.573818325996399
0.3887942433357239	0.6755154132843018
0.5188246369361877	1.2575957775115967
0.48526492714881897	0.7441858649253845
0.25628817081451416	1.5154681205749512
0.29906249046325684	1.5629390478134155
0.41409140825271606	1.2790372371673584
0.2255968451499939	1.6270431280136108
0.32696133852005005	0.8383393287658691
0.24504439532756805	1.668159008026123
0.0906786099076271	1.6166235208511353
0.3386797308921814	0.8616177439689636
0.4474087953567505	1.3332488536834717
0.3617042601108551	0.9263766407966614
0.42905181646347046	0.6556330919265747
0.3210943937301636	0.9277940988540649
0.3364816904067993	1.6250842809677124
0.3929884135723114	0.9321727752685547
