Run 1, Best epoch: 680, Best val_loss: 1.1912639141082764
Run 2, Best epoch: 479, Best val_loss: 1.5040634870529175
Run 3, Best epoch: 118, Best val_loss: 0.666716456413269
Run 4, Best epoch: 96, Best val_loss: 1.5422667264938354
Run 5, Best epoch: 32, Best val_loss: 0.6382074952125549
Run 6, Best epoch: 533, Best val_loss: 1.1944067478179932
Run 7, Best epoch: 377, Best val_loss: 1.4573206901550293
Run 8, Best epoch: 601, Best val_loss: 1.4652824401855469
Run 9, Best epoch: 116, Best val_loss: 1.5751091241836548
Run 10, Best epoch: 33, Best val_loss: 1.2504253387451172
Run 11, Best epoch: 677, Best val_loss: 1.5594078302383423
Run 12, Best epoch: 285, Best val_loss: 0.6415717005729675
Run 13, Best epoch: 3, Best val_loss: 0.8733779191970825
Run 14, Best epoch: 32, Best val_loss: 1.596714973449707
Run 15, Best epoch: 4, Best val_loss: 0.8349791765213013
Run 16, Best epoch: 82, Best val_loss: 1.2315142154693604
Run 17, Best epoch: 33, Best val_loss: 0.8844226002693176
Run 18, Best epoch: 76, Best val_loss: 0.669115424156189
Run 19, Best epoch: 11, Best val_loss: 0.8331082463264465
Run 20, Best epoch: 475, Best val_loss: 1.5863945484161377
