PCC	Loss
0.17893998324871063	1.4949315786361694
0.44787368178367615	1.1967049837112427
0.07380811125040054	1.5495212078094482
0.4050839841365814	0.6852319240570068
0.5353217124938965	1.275136947631836
0.46747100353240967	0.7231563925743103
0.31964918971061707	1.4853371381759644
0.3701840341091156	1.4851970672607422
0.3820923864841461	1.3046424388885498
0.27873486280441284	1.5914132595062256
0.45044001936912537	0.7196786403656006
0.3037334084510803	1.5939503908157349
0.06573008000850677	1.610672116279602
0.3332895338535309	0.9773563146591187
0.38609617948532104	1.3246376514434814
0.38207006454467773	0.8717241287231445
0.4483727812767029	0.6940057873725891
0.3906036615371704	0.8818842172622681
0.31768563389778137	1.6307084560394287
0.34041470289230347	0.9946069121360779
