Run 1, Best epoch: 36, Best val_loss: 2.8487982749938965
Run 2, Best epoch: 201, Best val_loss: 7.256907939910889
Run 3, Best epoch: 47, Best val_loss: 1.0102880001068115
Run 4, Best epoch: 11, Best val_loss: 7.151872634887695
Run 5, Best epoch: 34, Best val_loss: 0.8688646554946899
Run 6, Best epoch: 35, Best val_loss: 2.6429927349090576
Run 7, Best epoch: 25, Best val_loss: 3.9925990104675293
Run 8, Best epoch: 62, Best val_loss: 6.2198686599731445
Run 9, Best epoch: 109, Best val_loss: 4.440371990203857
Run 10, Best epoch: 43, Best val_loss: 2.9309940338134766
Run 11, Best epoch: 9, Best val_loss: 4.447756767272949
Run 12, Best epoch: 166, Best val_loss: 0.9627501368522644
Run 13, Best epoch: 6, Best val_loss: 1.721134901046753
Run 14, Best epoch: 16, Best val_loss: 7.211757183074951
Run 15, Best epoch: 28, Best val_loss: 1.5665488243103027
Run 16, Best epoch: 27, Best val_loss: 2.7605960369110107
Run 17, Best epoch: 22, Best val_loss: 1.6319935321807861
Run 18, Best epoch: 42, Best val_loss: 1.0079567432403564
Run 19, Best epoch: 17, Best val_loss: 1.5316280126571655
Run 20, Best epoch: 12, Best val_loss: 4.477620601654053
