Run 1, Best epoch: 740, Best val_loss: 2.9441428184509277
Run 2, Best epoch: 17, Best val_loss: 7.360929489135742
Run 3, Best epoch: 188, Best val_loss: 1.1088593006134033
Run 4, Best epoch: 187, Best val_loss: 7.273391246795654
Run 5, Best epoch: 164, Best val_loss: 0.8986514806747437
Run 6, Best epoch: 478, Best val_loss: 2.8487768173217773
Run 7, Best epoch: 1107, Best val_loss: 3.985478162765503
Run 8, Best epoch: 596, Best val_loss: 5.728459358215332
Run 9, Best epoch: 165, Best val_loss: 4.739265441894531
Run 10, Best epoch: 974, Best val_loss: 3.17653489112854
Run 11, Best epoch: 106, Best val_loss: 4.3264312744140625
Run 12, Best epoch: 208, Best val_loss: 0.9808210134506226
Run 13, Best epoch: 46, Best val_loss: 1.716665267944336
Run 14, Best epoch: 37, Best val_loss: 7.343812942504883
Run 15, Best epoch: 327, Best val_loss: 1.564431071281433
Run 16, Best epoch: 697, Best val_loss: 2.8676793575286865
Run 17, Best epoch: 188, Best val_loss: 1.6486284732818604
Run 18, Best epoch: 229, Best val_loss: 1.1267153024673462
Run 19, Best epoch: 274, Best val_loss: 1.507748007774353
Run 20, Best epoch: 151, Best val_loss: 4.273802757263184
