Run 1, Best epoch: 1369, Best val_loss: 1.2453895807266235
Run 2, Best epoch: 693, Best val_loss: 1.5700323581695557
Run 3, Best epoch: 108, Best val_loss: 0.7035090327262878
Run 4, Best epoch: 712, Best val_loss: 1.554483413696289
Run 5, Best epoch: 130, Best val_loss: 0.6228799819946289
Run 6, Best epoch: 567, Best val_loss: 1.24224853515625
Run 7, Best epoch: 141, Best val_loss: 1.552505612373352
Run 8, Best epoch: 920, Best val_loss: 1.4355891942977905
Run 9, Best epoch: 482, Best val_loss: 1.5648223161697388
Run 10, Best epoch: 579, Best val_loss: 1.272938847541809
Run 11, Best epoch: 113, Best val_loss: 1.5861339569091797
Run 12, Best epoch: 955, Best val_loss: 0.6067597270011902
Run 13, Best epoch: 18, Best val_loss: 0.8677626252174377
Run 14, Best epoch: 91, Best val_loss: 1.5976345539093018
Run 15, Best epoch: 355, Best val_loss: 0.8271284103393555
Run 16, Best epoch: 712, Best val_loss: 1.2436518669128418
Run 17, Best epoch: 79, Best val_loss: 0.882034957408905
Run 18, Best epoch: 808, Best val_loss: 0.7233549952507019
Run 19, Best epoch: 74, Best val_loss: 0.8286108374595642
Run 20, Best epoch: 105, Best val_loss: 1.5737364292144775
