epoch,step,test_loss,test_pcc,train_loss_epoch,train_pcc_epoch,val_loss,val_pcc
0,40,,,,,0.8909485340118408,0.17697563767433167
0,40,,,1.3776404857635498,0.05703344568610191,,
1,81,,,,,0.8871362209320068,0.23467935621738434
1,81,,,1.3617314100265503,0.01930370181798935,,
2,122,,,,,0.892404317855835,0.24235287308692932
2,122,,,1.3225611448287964,-0.0009838183177635074,,
3,163,,,,,0.8870086669921875,0.2415967583656311
3,163,,,1.3518222570419312,-0.0036931911017745733,,
4,204,,,,,0.8871389627456665,0.23932258784770966
4,204,,,1.3451389074325562,-0.034708693623542786,,
5,245,,,,,0.8908159136772156,0.2390400767326355
5,245,,,1.3332308530807495,0.04011410474777222,,
6,286,,,,,0.885890543460846,0.234557643532753
6,286,,,1.3404604196548462,0.005931336898356676,,
7,327,,,,,0.8860733509063721,0.23448841273784637
7,327,,,1.350921392440796,0.024021543562412262,,
8,368,,,,,0.8920339345932007,0.2352924644947052
8,368,,,1.3405449390411377,0.06239364668726921,,
9,409,,,,,0.8845905065536499,0.23214417695999146
9,409,,,1.3145021200180054,0.030990008264780045,,
10,450,,,,,0.887572705745697,0.2289251834154129
10,450,,,1.3380696773529053,0.06145045906305313,,
11,491,,,,,0.8790462613105774,0.22569294273853302
11,491,,,1.281301498413086,0.05686653405427933,,
12,532,,,,,0.8777818083763123,0.2261071354150772
12,532,,,1.3046283721923828,0.09394354373216629,,
13,573,,,,,0.869986891746521,0.22526466846466064
13,573,,,1.3398566246032715,0.15065544843673706,,
14,614,,,,,0.8563392758369446,0.22721929848194122
14,614,,,1.2970280647277832,0.19938355684280396,,
15,655,,,,,0.8584559559822083,0.23209932446479797
15,655,,,1.2785789966583252,0.2678431272506714,,
16,696,,,,,0.845348596572876,0.235785111784935
16,696,,,1.2725287675857544,0.2767060101032257,,
17,737,,,,,0.8471974730491638,0.2402782142162323
17,737,,,1.2641154527664185,0.3157457113265991,,
18,778,,,,,0.846088171005249,0.24258816242218018
18,778,,,1.268338918685913,0.32910552620887756,,
19,819,,,,,0.8513258099555969,0.24312683939933777
19,819,,,1.2769336700439453,0.30241212248802185,,
20,860,,,,,0.8525532484054565,0.24776063859462738
20,860,,,1.2470431327819824,0.3259645700454712,,
21,901,,,,,0.854551374912262,0.25056490302085876
21,901,,,1.2478843927383423,0.3441559076309204,,
22,942,,,,,0.878358781337738,0.25382375717163086
22,942,,,1.2575135231018066,0.3541693687438965,,
23,983,,,,,0.8657845854759216,0.25290778279304504
23,983,,,1.2025905847549438,0.3566409647464752,,
24,1024,,,,,0.857083797454834,0.25417208671569824
24,1024,,,1.1914998292922974,0.35035765171051025,,
25,1065,,,,,0.8735898733139038,0.25479453802108765
25,1065,,,1.2172373533248901,0.35832884907722473,,
26,1106,,,,,0.8825900554656982,0.256305456161499
26,1106,,,1.2146693468093872,0.37292802333831787,,
27,1147,,,,,0.8646680116653442,0.25276389718055725
27,1147,,,1.1928527355194092,0.38313111662864685,,
28,1188,,,,,0.8846654295921326,0.25256016850471497
28,1188,,,1.1856517791748047,0.3806097209453583,,
29,1229,,,,,0.8758641481399536,0.2507393956184387
29,1229,,,1.1753971576690674,0.39265692234039307,,
30,1270,,,,,0.8697726726531982,0.2529693841934204
30,1270,,,1.1839739084243774,0.3492084741592407,,
31,1311,,,,,0.8691473007202148,0.2555672228336334
31,1311,,,1.1558990478515625,0.38599148392677307,,
32,1352,,,,,0.8846844434738159,0.2565263509750366
32,1352,,,1.1688590049743652,0.41925522685050964,,
33,1393,,,,,0.8994934558868408,0.2583446204662323
33,1393,,,1.163448452949524,0.3905510902404785,,
34,1434,,,,,0.873853325843811,0.25887978076934814
34,1434,,,1.191415786743164,0.38864466547966003,,
35,1475,,,,,0.8906440734863281,0.2578888237476349
35,1475,,,1.1522774696350098,0.44455212354660034,,
36,1516,,,,,0.8776283264160156,0.25733277201652527
36,1516,,,1.1677957773208618,0.4269200265407562,,
37,1557,,,,,0.876221239566803,0.26142603158950806
37,1557,,,1.149498701095581,0.3920865058898926,,
38,1598,,,,,0.8715081810951233,0.26303932070732117
38,1598,,,1.1500484943389893,0.39105451107025146,,
39,1639,,,,,0.880605936050415,0.264494925737381
39,1639,,,1.1667815446853638,0.43413403630256653,,
40,1680,,,,,0.8911612033843994,0.26799893379211426
40,1680,,,1.1454395055770874,0.3916129469871521,,
41,1721,,,,,0.8870086073875427,0.2686527967453003
41,1721,,,1.1908313035964966,0.34652698040008545,,
42,1762,,,,,0.9040569067001343,0.270973265171051
42,1762,,,1.1205793619155884,0.4094613194465637,,
